dataset,num_combinations,recommended_preproc,recommended_algorithm,recommended_score,best_preproc,best_algorithm,best_score,delta_score,rank,percentile_rank,is_top_1,is_top_3,is_top_5,best_top3_preproc,best_top3_algorithm,best_top3_score,best_top3_delta,best_top3_rank,best_top3_percentile,best_top3_is_top_1,best_top3_is_top_3,best_top3_is_top_5,recommendation_time_s,delta_multiclass_precision_macro,delta_multiclass_recall_macro,delta_multiclass_f1_weighted,best_multiclass_precision_macro,rec_multiclass_precision_macro,best_multiclass_recall_macro,rec_multiclass_recall_macro,best_multiclass_f1_weighted,rec_multiclass_f1_weighted
QSAR_Bioconcentration_classification.csv,56,SMOTETomek,RUSBoostClassifier,0.544,ADASYN,RandomForestClassifier,0.622,-0.078,35.0,35.19,False,False,False,SMOTETomek,EasyEnsembleClassifier,0.56,-0.062,26.0,51.85,False,False,False,0.1682,-0.166,-0.008,-0.057,0.72,0.554,0.557,0.549,0.679,0.622
Midwest_survey_clean_subset.csv,56,RandomOverSampler,GradientBoostingClassifier,0.956,RandomOverSampler,BaggingClassifier,0.962,-0.006,4.0,92.59,False,False,True,RandomOverSampler,GradientBoostingClassifier,0.956,-0.006,4.0,92.59,False,False,True,0.1582,-0.003,-0.009,-0.007,0.96,0.957,0.963,0.954,0.967,0.96
HCV_data_clean.csv,56,TomekLinks,BaggingClassifier,0.688,SMOTE,RandomForestClassifier,0.765,-0.077,32.0,41.82,False,False,False,TomekLinks,AdaBoostClassifier,0.703,-0.062,17.0,69.09,False,False,False,0.1541,-0.14,-0.138,-0.028,0.668,0.528,0.653,0.515,0.929,0.901
Diabetes130US_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True_clean.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.419,SMOTE,GradientBoostingClassifier,0.449,-0.03,34.0,38.18,False,False,False,RandomOverSampler,RandomForestClassifier,0.424,-0.025,20.0,63.64,False,False,False,0.185,-0.073,-0.02,-0.015,0.452,0.379,0.416,0.396,0.536,0.521
yeast.csv,32,TomekLinks,RandomForestClassifier,0.568,TomekLinks,RandomForestClassifier,0.568,0.0,1.0,96.77,True,True,True,TomekLinks,RandomForestClassifier,0.568,0.0,1.0,96.77,True,True,True,0.1691,0.0,0.0,0.0,0.584,0.584,0.558,0.558,0.609,0.609
wine_quality_white.csv,32,RandomOverSampler,BalancedRandomForestClassifier,0.574,RandomOverSampler,BalancedRandomForestClassifier,0.574,0.0,1.0,96.67,True,True,True,RandomOverSampler,BalancedRandomForestClassifier,0.574,0.0,1.0,96.67,True,True,True,0.1715,0.0,0.0,0.0,0.552,0.552,0.443,0.443,0.69,0.69
wine_quality_red.csv,48,RandomOverSampler,BalancedRandomForestClassifier,0.535,RandomOverSampler,BalancedRandomForestClassifier,0.535,0.0,1.0,97.83,True,True,True,RandomOverSampler,BalancedRandomForestClassifier,0.535,0.0,1.0,97.83,True,True,True,0.1795,0.0,0.0,0.0,0.401,0.401,0.381,0.381,0.687,0.687
wine-quality-red.csv,48,RandomOverSampler,BalancedRandomForestClassifier,0.535,RandomOverSampler,BalancedRandomForestClassifier,0.535,0.0,1.0,97.83,True,True,True,RandomOverSampler,BalancedRandomForestClassifier,0.535,0.0,1.0,97.83,True,True,True,0.1796,0.0,0.0,0.0,0.401,0.401,0.381,0.381,0.687,0.687
wall-robot-navigation.csv,48,SMOTETomek,RandomForestClassifier,0.991,RandomOverSampler,GradientBoostingClassifier,0.998,-0.007,19.0,58.7,False,False,False,SMOTE,RandomForestClassifier,0.992,-0.006,16.0,65.22,False,False,False,0.1791,-0.006,-0.006,-0.005,0.998,0.992,0.997,0.991,0.998,0.993
thyroid-dis.csv,56,RandomOverSampler,RandomForestClassifier,0.555,TomekLinks,GradientBoostingClassifier,0.563,-0.008,3.0,94.55,False,True,True,RandomOverSampler,RandomForestClassifier,0.555,-0.008,3.0,94.55,False,True,True,0.1744,-0.065,0.026,0.008,0.592,0.527,0.445,0.471,0.681,0.689
thyroid-ann.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.991,RandomOverSampler,BalancedRandomForestClassifier,0.991,0.0,1.0,98.15,True,True,True,RandomOverSampler,BalancedRandomForestClassifier,0.991,0.0,1.0,98.15,True,True,True,0.1734,0.0,0.0,0.0,0.981,0.981,0.999,0.999,0.998,0.998
solar-flare.csv,56,ADASYN,EasyEnsembleClassifier,0.664,TomekLinks,EasyEnsembleClassifier,0.674,-0.01,10.0,82.14,False,False,False,SMOTETomek,EasyEnsembleClassifier,0.671,-0.003,2.0,96.43,False,True,True,0.1693,-0.014,-0.016,-0.006,0.64,0.626,0.666,0.65,0.722,0.716
page_blocks.csv,56,RandomOverSampler,RandomForestClassifier,0.896,RandomOverSampler,RandomForestClassifier,0.896,0.0,1.0,98.18,True,True,True,RandomOverSampler,RandomForestClassifier,0.896,0.0,1.0,98.18,True,True,True,0.1749,0.0,0.0,0.0,0.87,0.87,0.863,0.863,0.974,0.974
page-blocks.csv,56,RandomOverSampler,RandomForestClassifier,0.896,RandomOverSampler,RandomForestClassifier,0.896,0.0,1.0,98.18,True,True,True,RandomOverSampler,RandomForestClassifier,0.896,0.0,1.0,98.18,True,True,True,0.1746,0.0,0.0,0.0,0.87,0.87,0.863,0.863,0.974,0.974
helena_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,32,RandomOverSampler,RandomForestClassifier,0.198,RandomOverSampler,BalancedRandomForestClassifier,0.199,-0.001,2.0,93.33,False,True,True,RandomOverSampler,BalancedRandomForestClassifier,0.199,0.0,1.0,96.67,True,True,True,0.1717,-0.001,-0.002,-0.001,0.112,0.111,0.129,0.127,0.229,0.228
first-order-theorem-proving_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,48,SMOTE,RandomForestClassifier,0.451,RandomOverSampler,RandomForestClassifier,0.455,-0.004,5.0,89.36,False,False,True,ADASYN,RandomForestClassifier,0.453,-0.002,3.0,93.62,False,True,True,0.1664,-0.011,-0.002,-0.002,0.441,0.43,0.433,0.431,0.532,0.53
first-order-theorem-proving .csv,56,RandomOverSampler,RandomForestClassifier,0.545,SMOTE,RandomForestClassifier,0.548,-0.003,5.0,90.74,False,False,True,ADASYN,RandomForestClassifier,0.547,-0.001,2.0,96.3,False,True,True,0.1761,0.003,-0.006,-0.005,0.526,0.529,0.532,0.526,0.62,0.615
fabert_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,48,RandomOverSampler,RandomForestClassifier,0.227,SMOTETomek,EasyEnsembleClassifier,0.394,-0.167,38.0,17.39,False,False,False,RandomOverSampler,BalancedRandomForestClassifier,0.228,-0.166,37.0,19.57,False,False,False,0.1678,-0.325,0.035,0.069,0.566,0.241,0.203,0.238,0.173,0.242
energy-efficiency.csv,32,TomekLinks,BalancedRandomForestClassifier,0.385,RandomOverSampler,RandomForestClassifier,0.549,-0.164,12.0,60.0,False,False,False,TomekLinks,BalancedRandomForestClassifier,0.385,-0.164,12.0,60.0,False,False,False,0.1747,-0.139,-0.127,-0.186,0.484,0.345,0.5,0.373,0.598,0.412
dionis_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,32,RandomOverSampler,BalancedRandomForestClassifier,0.475,RandomOverSampler,RandomForestClassifier,0.478,-0.003,2.0,93.55,False,True,True,RandomOverSampler,RandomForestClassifier,0.478,0.0,1.0,96.77,True,True,True,0.1804,-0.006,-0.003,-0.003,0.403,0.397,0.452,0.449,0.496,0.493
connect-4_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,56,RandomOverSampler,RandomForestClassifier,0.554,ADASYN,GradientBoostingClassifier,0.563,-0.009,6.0,88.89,False,False,False,RandomOverSampler,BalancedRandomForestClassifier,0.556,-0.007,2.0,96.3,False,True,True,0.1471,0.028,-0.059,-0.005,0.534,0.562,0.543,0.484,0.686,0.681
collins.csv,48,RandomOverSampler,BalancedRandomForestClassifier,0.232,RandomOverSampler,RandomForestClassifier,0.238,-0.006,2.0,93.55,False,True,True,RandomOverSampler,RandomForestClassifier,0.238,0.0,1.0,96.77,True,True,True,0.1924,-0.004,-0.008,-0.006,0.221,0.217,0.243,0.235,0.25,0.244
car_evaluation.csv,56,TomekLinks,GradientBoostingClassifier,0.975,TomekLinks,GradientBoostingClassifier,0.975,0.0,1.0,98.18,True,True,True,TomekLinks,GradientBoostingClassifier,0.975,0.0,1.0,98.18,True,True,True,0.16,0.0,0.0,0.0,0.965,0.965,0.977,0.977,0.987,0.987
ann_thyroid.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.986,RandomOverSampler,BalancedRandomForestClassifier,0.986,0.0,2.0,96.3,False,True,True,RandomOverSampler,BalancedRandomForestClassifier,0.986,0.0,2.0,96.3,False,True,True,0.1719,0.0,0.0,0.0,0.972,0.972,0.996,0.996,0.997,0.997
allrep.csv,56,RandomOverSampler,GradientBoostingClassifier,0.862,RandomOverSampler,GradientBoostingClassifier,0.862,0.0,1.0,98.18,True,True,True,RandomOverSampler,GradientBoostingClassifier,0.862,0.0,1.0,98.18,True,True,True,0.1359,0.0,0.0,0.0,0.793,0.793,0.836,0.836,0.986,0.986
allhypo.csv,56,ADASYN,GradientBoostingClassifier,0.879,RandomOverSampler,GradientBoostingClassifier,0.934,-0.055,5.0,90.91,False,False,True,SMOTETomek,GradientBoostingClassifier,0.893,-0.041,3.0,94.55,False,True,True,0.1698,-0.089,-0.028,-0.019,0.889,0.8,0.95,0.922,0.986,0.967
allhyper.csv,48,RandomOverSampler,GradientBoostingClassifier,0.821,ADASYN,GradientBoostingClassifier,0.83,-0.009,4.0,91.49,False,False,True,SMOTETomek,GradientBoostingClassifier,0.826,-0.004,3.0,93.62,False,True,True,0.1531,-0.019,-0.046,0.001,0.698,0.679,0.795,0.749,0.987,0.988
allbp.csv,40,RandomOverSampler,GradientBoostingClassifier,0.812,RandomOverSampler,GradientBoostingClassifier,0.812,0.0,1.0,97.5,True,True,True,RandomOverSampler,GradientBoostingClassifier,0.812,0.0,1.0,97.5,True,True,True,0.155,0.0,0.0,0.0,0.692,0.692,0.819,0.819,0.969,0.969
Fetal_cardiotocography_dataset.csv,56,TomekLinks,BaggingClassifier,0.972,RandomOverSampler,BalancedRandomForestClassifier,0.983,-0.011,28.0,50.0,False,False,False,RandomOverSampler,GradientBoostingClassifier,0.983,0.0,3.0,94.64,False,True,True,0.1776,-0.006,-0.012,-0.007,0.988,0.982,0.98,0.968,0.99,0.983
Cervical_Cancer_Risk_Factors_clean.csv,56,RandomOverSampler,GradientBoostingClassifier,0.541,TomekLinks,AdaBoostClassifier,0.611,-0.07,28.0,48.15,False,False,False,TomekLinks,GradientBoostingClassifier,0.604,-0.007,7.0,87.04,False,False,False,0.1635,0.04,0.025,-0.081,0.176,0.216,0.199,0.224,0.825,0.744
