dataset,num_combinations,recommended_preproc,recommended_algorithm,recommended_score,best_preproc,best_algorithm,best_score,delta_score,rank,percentile_rank,is_top_1,is_top_3,is_top_5,best_top3_preproc,best_top3_algorithm,best_top3_score,best_top3_delta,best_top3_rank,best_top3_percentile,best_top3_is_top_1,best_top3_is_top_3,best_top3_is_top_5,recommendation_time_s,delta_multiclass_precision_macro,delta_multiclass_recall_macro,delta_multiclass_f1_weighted,best_multiclass_precision_macro,rec_multiclass_precision_macro,best_multiclass_recall_macro,rec_multiclass_recall_macro,best_multiclass_f1_weighted,rec_multiclass_f1_weighted
first-order-theorem-proving_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,48,SMOTE,BaggingClassifier,0.423,RandomOverSampler,RandomForestClassifier,0.455,-0.032,22.0,53.19,False,False,False,SMOTE,RandomForestClassifier,0.451,-0.004,5.0,89.36,False,False,True,0.022,-0.039,-0.027,-0.03,0.441,0.402,0.433,0.406,0.532,0.502
first-order-theorem-proving .csv,56,ADASYN,RandomForestClassifier,0.547,SMOTE,RandomForestClassifier,0.548,-0.001,2.0,96.3,False,True,True,ADASYN,RandomForestClassifier,0.547,-0.001,2.0,96.3,False,True,True,0.0223,-0.002,0.0,-0.001,0.526,0.524,0.532,0.532,0.62,0.619
fabert_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,48,SMOTETomek,RandomForestClassifier,0.232,SMOTETomek,EasyEnsembleClassifier,0.394,-0.162,28.0,39.13,False,False,False,SMOTETomek,RandomForestClassifier,0.232,-0.162,28.0,39.13,False,False,False,0.0231,-0.315,0.04,0.072,0.566,0.251,0.203,0.243,0.173,0.245
energy-efficiency.csv,32,RandomOverSampler,RandomForestClassifier,0.549,RandomOverSampler,RandomForestClassifier,0.549,0.0,1.0,96.67,True,True,True,RandomOverSampler,RandomForestClassifier,0.549,0.0,1.0,96.67,True,True,True,0.0236,0.0,0.0,0.0,0.484,0.484,0.5,0.5,0.598,0.598
dionis_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,32,RandomOverSampler,RandomForestClassifier,0.478,RandomOverSampler,RandomForestClassifier,0.478,0.0,1.0,96.77,True,True,True,RandomOverSampler,RandomForestClassifier,0.478,0.0,1.0,96.77,True,True,True,0.0228,0.0,0.0,0.0,0.403,0.403,0.452,0.452,0.496,0.496
connect-4_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True.csv,56,SMOTE,GradientBoostingClassifier,0.554,ADASYN,GradientBoostingClassifier,0.563,-0.009,6.0,88.89,False,False,False,SMOTE,GradientBoostingClassifier,0.554,-0.009,6.0,88.89,False,False,False,0.0224,-0.011,-0.007,-0.011,0.534,0.523,0.543,0.536,0.686,0.675
collins.csv,48,RandomOverSampler,RandomForestClassifier,0.238,RandomOverSampler,RandomForestClassifier,0.238,0.0,1.0,96.77,True,True,True,RandomOverSampler,RandomForestClassifier,0.238,0.0,1.0,96.77,True,True,True,0.0238,0.0,0.0,0.0,0.221,0.221,0.243,0.243,0.25,0.25
car_evaluation.csv,56,TomekLinks,GradientBoostingClassifier,0.975,TomekLinks,GradientBoostingClassifier,0.975,0.0,1.0,98.18,True,True,True,TomekLinks,GradientBoostingClassifier,0.975,0.0,1.0,98.18,True,True,True,0.0232,0.0,0.0,0.0,0.965,0.965,0.977,0.977,0.987,0.987
ann_thyroid.csv,56,RandomOverSampler,BalancedRandomForestClassifier,0.986,RandomOverSampler,BalancedRandomForestClassifier,0.986,0.0,2.0,96.3,False,True,True,RandomOverSampler,BalancedRandomForestClassifier,0.986,0.0,2.0,96.3,False,True,True,0.0229,0.0,0.0,0.0,0.972,0.972,0.996,0.996,0.997,0.997
allrep.csv,56,RandomOverSampler,GradientBoostingClassifier,0.862,RandomOverSampler,GradientBoostingClassifier,0.862,0.0,1.0,98.18,True,True,True,RandomOverSampler,GradientBoostingClassifier,0.862,0.0,1.0,98.18,True,True,True,0.0224,0.0,0.0,0.0,0.793,0.793,0.836,0.836,0.986,0.986
allhypo.csv,56,RandomOverSampler,GradientBoostingClassifier,0.934,RandomOverSampler,GradientBoostingClassifier,0.934,0.0,1.0,98.18,True,True,True,RandomOverSampler,GradientBoostingClassifier,0.934,0.0,1.0,98.18,True,True,True,0.0219,0.0,0.0,0.0,0.889,0.889,0.95,0.95,0.986,0.986
allhyper.csv,48,RandomOverSampler,GradientBoostingClassifier,0.821,ADASYN,GradientBoostingClassifier,0.83,-0.009,4.0,91.49,False,False,True,SMOTETomek,GradientBoostingClassifier,0.826,-0.004,3.0,93.62,False,True,True,0.0226,-0.019,-0.046,0.001,0.698,0.679,0.795,0.749,0.987,0.988
allbp.csv,40,RandomOverSampler,GradientBoostingClassifier,0.812,RandomOverSampler,GradientBoostingClassifier,0.812,0.0,1.0,97.5,True,True,True,RandomOverSampler,GradientBoostingClassifier,0.812,0.0,1.0,97.5,True,True,True,0.0229,0.0,0.0,0.0,0.692,0.692,0.819,0.819,0.969,0.969
Fetal_cardiotocography_dataset.csv,56,SMOTETomek,GradientBoostingClassifier,0.98,RandomOverSampler,BalancedRandomForestClassifier,0.983,-0.003,14.0,75.0,False,False,False,SMOTETomek,GradientBoostingClassifier,0.98,-0.003,14.0,75.0,False,False,False,0.0226,-0.005,0.0,-0.002,0.988,0.983,0.98,0.98,0.99,0.988
Cervical_Cancer_Risk_Factors_clean.csv,56,TomekLinks,GradientBoostingClassifier,0.604,TomekLinks,AdaBoostClassifier,0.611,-0.007,7.0,87.04,False,False,False,TomekLinks,RandomForestClassifier,0.606,-0.005,6.0,88.89,False,False,False,0.0223,0.029,0.006,-0.002,0.176,0.205,0.199,0.205,0.825,0.823
